ensgs,enformer_set,sel_start,sel_end,tss,chrom
ENSG00000109927,train,121034791,121165863,121101173,11
ENSG00000105402,test,47426138,47557210,47515240,19
ENSG00000076944,train,7538286,7669358,7636881,19
ENSG00000120942,train,11208561,11339633,11273206,1
ENSG00000283093,test,51655232,51786304,51682831,X
ENSG00000104976,train,7866281,7997353,7920316,19
ENSG00000136478,train,64196212,64327284,64263301,17
ENSG00000128342,train,30161486,30292558,30246851,22
ENSG00000140937,train,65076397,65207469,65126112,16
ENSG00000254986,train,66430086,66561158,66480013,11
ENSG00000078124,train,76762809,76893881,76860867,11
ENSG00000170571,na,na,na,50443248,5
ENSG00000204669,train,72025294,72156366,72072721,9
ENSG00000168434,train,23406411,23537483,23453180,16
ENSG00000183773,test,20888655,21019727,20965108,22
ENSG00000078295,train,7291489,7422561,7396208,5
ENSG00000256500,na,na,na,103562962,14
ENSG00000113712,train,149490306,149621378,149551552,5
ENSG00000130299,train,17240014,17371086,17334920,19
ENSG00000093144,train,127279899,127410971,127343609,6
ENSG00000241945,na,na,na,44107290,21
ENSG00000163930,train,52327259,52458331,52410350,3
ENSG00000182492,valid,153421348,153552420,153494939,X
ENSG00000156463,train,145882361,146013433,145936579,5
ENSG00000112499,valid,160235130,160366202,160277638,6
ENSG00000172476,valid,103413358,103544430,103519489,X
ENSG00000175455,train,123881114,124012186,123961408,3
ENSG00000079691,train,25184417,25315489,25279078,6
ENSG00000136271,train,44480014,44611086,44575051,7
ENSG00000169193,train,23488334,23619406,23597379,7
ENSG00000129757,train,2815158,2946230,2885881,11
ENSG00000131096,train,43926121,44057193,44004469,17
ENSG00000125148,train,56548527,56679599,56608199,16
ENSG00000153391,train,35408585,35539657,35497991,18
ENSG00000127578,train,534792,665864,629239,16
ENSG00000197233,train,122405326,122536398,122510802,9
ENSG00000205002,train,116873747,117004819,116938199,8
ENSG00000185610,train,44957162,45088234,45051099,12
ENSG00000104237,train,54467229,54598301,54554361,8
ENSG00000100276,train,29243100,29374172,29319679,22
ENSG00000168038,train,41897018,42028090,41962430,3
ENSG00000108591,train,18006044,18137116,18087886,17
ENSG00000144119,train,119071689,119202761,119158889,2
ENSG00000076108,train,56568185,56699257,56636816,12
ENSG00000206105,train,30522281,30653353,30620627,21
ENSG00000113269,train,179967355,180098427,180072118,5
ENSG00000214447,train,44844507,44975579,44899712,17
ENSG00000165953,na,na,na,94517844,14
ENSG00000214732,train,42048749,42179821,42155426,6
ENSG00000156687,train,35178396,35309468,35235457,8
ENSG00000213626,train,30184305,30315377,30231531,2
ENSG00000135324,train,83964317,84095389,84033756,6
ENSG00000177868,train,42739234,42870306,42817252,1
ENSG00000106546,train,17190830,17321902,17298622,7
ENSG00000167657,train,3864742,3995814,3971123,19
ENSG00000077522,train,236591016,236722088,236686454,1
ENSG00000100012,train,30423882,30554954,30472049,22
ENSG00000174238,train,1475096,1606168,1562816,17
ENSG00000123179,train,49642940,49774012,49691475,13
ENSG00000196090,valid,43089281,43220353,43189970,20
ENSG00000171700,na,na,na,64079988,20
ENSG00000251493,train,73397452,73528524,73448527,5
ENSG00000196878,train,209542709,209673781,209652466,1
ENSG00000041357,train,78439314,78570386,78540405,15
ENSG00000111252,train,111343350,111474422,111405948,12
ENSG00000118276,train,31603843,31734915,31685836,18
ENSG00000120699,train,36916734,37047806,36998816,13
ENSG00000100665,test,94503630,94634702,94561091,14
ENSG00000142025,test,41806377,41937449,41844743,19
ENSG00000168899,train,85484262,85615334,85584408,2
ENSG00000226288,train,4520732,4651804,4581743,11
ENSG00000104064,train,50297343,50428415,50355408,15
ENSG00000116030,valid,202189734,202320806,202238608,2
ENSG00000135093,train,108916187,109047259,109023089,12
ENSG00000047932,train,117505648,117636720,117602542,6
ENSG00000278535,train,36513434,36644506,36591798,17
ENSG00000151718,train,183034689,183165761,183099293,4
ENSG00000153113,train,96422701,96553773,96525267,5
ENSG00000017483,test,48410670,48541742,48470256,X
ENSG00000169249,valid,15716016,15847088,15790472,X
ENSG00000155629,train,96610425,96741497,96720514,10
ENSG00000133193,train,73183275,73314347,73236753,17
ENSG00000166183,test,104022817,104153889,104085679,14
ENSG00000130702,na,na,na,62367312,20
ENSG00000250741,train,18507683,18638755,18589564,2
ENSG00000064687,train,978386,1109458,1040101,19
ENSG00000181924,train,73810854,73941926,73876988,11
ENSG00000127472,train,19932316,20063388,20028179,1
ENSG00000230062,train,46640679,46771751,46746917,6
ENSG00000100060,train,37377376,37508448,37486401,22
ENSG00000161133,na,na,na,20390758,22
ENSG00000283473,train,46554547,46685619,46612435,3
ENSG00000175602,train,65839695,65970767,65890112,11
ENSG00000170734,train,43491927,43622999,43576150,6
ENSG00000013503,train,106292227,106423299,106357658,12
ENSG00000132182,train,13326597,13457669,13420309,3
ENSG00000183323,train,69264715,69395787,69332809,5
ENSG00000196911,train,116587262,116718334,116681187,6
ENSG00000131148,train,85740082,85871154,85799608,16
ENSG00000114126,train,142052037,142183109,142149544,3
ENSG00000184408,train,120187004,120318076,120273668,7
ENSG00000274386,train,42739234,42870306,42785007,1
ENSG00000151640,train,132121922,132252994,132186900,10
ENSG00000166428,test,104825640,104956712,104924816,14
ENSG00000171953,train,17940445,18071517,18039209,17
ENSG00000276087,train,24017999,24149071,24124366,2
ENSG00000109684,train,10634896,10765968,10684865,4
ENSG00000108306,train,39334191,39465263,39402523,17
ENSG00000162706,train,159097078,159228150,159171609,1
ENSG00000157734,train,64073133,64204205,64151715,15
ENSG00000188157,train,913983,1045055,1020123,1
ENSG00000127603,train,39000091,39131163,39081316,1
ENSG00000129151,test,26931631,27062703,27040725,11
ENSG00000204279,valid,55159185,55290257,55264846,X
ENSG00000112379,train,138103734,138234806,138161921,6
ENSG00000166326,na,na,na,35662805,11
ENSG00000155324,train,126271571,126402643,126360132,5
ENSG00000173715,train,66692482,66823554,66744451,11
ENSG00000092850,train,35982537,36113609,36084075,1
ENSG00000138629,train,74372176,74503248,74461182,15
ENSG00000027847,train,177540192,177671264,177600100,5
ENSG00000184281,train,2290366,2421438,2400488,11
ENSG00000166278,train,31815305,31946377,31897785,6
ENSG00000112343,train,25906006,26037078,25962802,6
ENSG00000160194,train,42830773,42961845,42879644,21
ENSG00000268223,train,115972528,116103600,116032324,5
ENSG00000157657,train,113811857,113942929,113876282,9
ENSG00000062822,train,50318059,50449131,50384204,19
ENSG00000169605,train,68887715,69018787,68974573,2
ENSG00000177301,train,110568600,110699672,110631474,1
ENSG00000118873,train,220169747,220300819,220272454,1
ENSG00000171459,train,122667722,122798794,122742303,9
ENSG00000169083,valid,67515701,67646773,67544032,X
ENSG00000123575,valid,104101492,104232564,104166620,X
ENSG00000165813,train,114125358,114256430,114174220,10
ENSG00000154655,train,6307504,6438576,6415237,18
ENSG00000136939,train,122667722,122798794,122723990,9
ENSG00000170369,train,23750225,23881297,23826731,20
ENSG00000135636,train,71380477,71511549,71453722,2
ENSG00000149926,train,29966311,30097383,30052978,16
ENSG00000117640,train,25770627,25901699,25818640,1
ENSG00000162073,train,2896356,3027428,2969245,16
ENSG00000168297,train,58231169,58362241,58332880,3
ENSG00000075914,train,44914572,45045644,44975241,3
ENSG00000141441,train,32391031,32522103,32470484,18
ENSG00000198865,train,42704965,42836037,42756801,5
ENSG00000179886,train,143506941,143638013,143597835,8
ENSG00000170469,na,na,na,139404088,5
ENSG00000115053,valid,231435429,231566501,231483641,2
ENSG00000163867,train,34932953,35064025,35031968,1
ENSG00000087303,na,na,na,52069228,14
ENSG00000184524,train,715990,847062,790123,11
ENSG00000120370,train,170445705,170576777,170532129,1
ENSG00000168209,train,72207597,72338669,72273920,10
ENSG00000107443,train,95954435,96085507,96043394,10
ENSG00000153551,train,32319564,32450636,32391671,3
ENSG00000128000,test,39971353,40102425,40056209,19
ENSG00000184022,na,na,na,248597700,1
ENSG00000115840,train,171943415,172074487,171999859,2
ENSG00000134954,train,128513077,128644149,128587558,11
ENSG00000147130,valid,71185749,71316821,71255146,X
ENSG00000092036,na,na,na,22957161,14
ENSG00000083457,train,3705462,3836534,3801243,17
ENSG00000059769,train,111581491,111712563,111631352,9
ENSG00000166188,train,57926106,58057178,58000453,16
ENSG00000109339,train,86538560,86669632,86594625,4
ENSG00000277971,na,na,na,20446620,22
ENSG00000136699,na,na,na,130182750,2
ENSG00000077312,test,40659487,40790559,40750637,19
ENSG00000164695,train,81625215,81756287,81732434,8
ENSG00000110680,train,14885374,15016446,14972354,11
ENSG00000117983,train,1175183,1306255,1223066,11
ENSG00000149488,train,2430550,2561622,2536607,20
ENSG00000139990,test,69042672,69173744,69153150,14
ENSG00000198740,train,49305239,49436311,49362473,17
ENSG00000277363,train,38547003,38678075,38605930,17
ENSG00000170037,train,7838199,7969271,7932101,17
ENSG00000197860,train,65656770,65787842,65723035,5
ENSG00000151164,train,110424964,110556036,110501655,12
ENSG00000108424,train,47599665,47730737,47649476,17
ENSG00000167770,train,63937324,64068396,63985853,11
ENSG00000204991,train,89741621,89872693,89818179,16
ENSG00000170144,train,177125736,177256808,177212563,2
ENSG00000121716,train,100310507,100441579,100352176,7
ENSG00000069696,train,584792,715864,637293,11
ENSG00000258436,test,20529225,20660297,20590823,14
ENSG00000137693,train,102011081,102142153,102110461,11
ENSG00000205629,train,25046386,25177458,25111729,16
ENSG00000197558,train,149670313,149801385,149776042,7
ENSG00000180016,train,3311868,3442940,3398410,17
ENSG00000037897,train,57683368,57814440,57772793,12
ENSG00000237440,na,na,na,20565809,19
ENSG00000063177,train,48546886,48677958,48619536,19
ENSG00000198933,train,47599665,47730737,47694081,17
ENSG00000239900,train,40263732,40394804,40346500,22
ENSG00000136098,train,52070103,52201175,52159861,13
ENSG00000223865,train,32996087,33127159,33075926,6
ENSG00000123999,valid,219507773,219638845,219569162,2
ENSG00000112282,train,131543834,131674906,131628229,6
ENSG00000259060,test,20529225,20660297,20609795,14
ENSG00000102910,train,48151855,48282927,48244296,16
ENSG00000139687,train,48199762,48330834,48303751,13
ENSG00000116874,train,119030871,119161943,119140671,1
ENSG00000275183,test,54394696,54525768,54463711,19
ENSG00000136542,train,157183640,157314712,157257598,2
ENSG00000140263,na,na,na,45023104,15
ENSG00000124813,train,45263100,45394172,45328157,6
ENSG00000172164,train,120744088,120875160,120813273,8
ENSG00000147224,valid,107542162,107673234,107628424,X
ENSG00000165376,valid,106854028,106985100,106900164,X
ENSG00000129946,train,387995,519067,460996,19
ENSG00000128908,train,41047884,41178956,41116354,15
ENSG00000214324,train,127095465,127226537,127193131,3
ENSG00000120948,train,10946165,11077237,11012344,1
ENSG00000143520,train,152274782,152405854,152360006,1
ENSG00000063660,valid,240395004,240526076,240435671,2
ENSG00000085465,train,111355788,111486860,111427777,1
ENSG00000179954,test,55426897,55557969,55488404,19
ENSG00000180104,train,337995,469067,443158,5
ENSG00000179399,valid,91291811,91422883,91398607,13
ENSG00000149054,train,6816697,6947769,6926404,11
ENSG00000008282,train,106017620,106148692,106112576,7
ENSG00000100354,train,39935737,40066809,40044817,22
ENSG00000087087,train,100769700,100900772,100875111,7
ENSG00000113303,train,180820142,180951214,180899077,5
ENSG00000160007,test,46852693,46983765,46918676,19
ENSG00000186471,test,119806858,119937930,119895837,X
ENSG00000108953,train,1343898,1474970,1400378,17
ENSG00000057657,train,106025823,106156895,106086320,6
ENSG00000179021,train,88078714,88209786,88149743,3
ENSG00000080007,train,73337279,73468351,73394748,6
ENSG00000108256,train,29231945,29363017,29294118,17
ENSG00000258388,train,32077701,32208773,32153845,6
ENSG00000227057,train,33192884,33323956,33289527,6
ENSG00000212901,train,40908567,41039639,41019324,17
ENSG00000128276,train,32260654,32391726,32354885,22
ENSG00000182557,train,4361452,4492524,4433688,17
ENSG00000094916,train,54206621,54337693,54280133,12
ENSG00000198205,valid,57865069,57996141,57910820,X
ENSG00000114378,train,50228091,50359163,50312381,3
ENSG00000259956,train,51343274,51474346,51391268,3
ENSG00000110108,train,60854171,60985243,60913874,11
ENSG00000166669,train,10243444,10374516,10326434,16
ENSG00000116031,train,70790086,70921158,70835822,2
ENSG00000155329,train,132962669,133093741,133026604,5
ENSG00000171217,valid,155188814,155319886,155264013,6
ENSG00000173535,train,22976982,23108054,23084355,8
ENSG00000168356,train,38879464,39010536,38950561,3
ENSG00000105866,train,21323567,21454639,21428034,7
ENSG00000197786,train,58295810,58426882,58359069,11
ENSG00000166925,train,100376106,100507178,100479279,7
ENSG00000198083,train,41170963,41302035,41255384,17
ENSG00000221843,train,27429147,27560219,27537386,2
ENSG00000106780,train,120634153,120765225,120714470,9
ENSG00000143320,train,156604316,156735388,156705816,1
ENSG00000118260,valid,207465428,207596500,207529737,2
ENSG00000091527,train,133524167,133655239,133573730,3
ENSG00000152926,na,na,na,65006684,7
ENSG00000187556,train,13763267,13894339,13862063,19
ENSG00000129071,train,129391430,129522502,129440179,3
ENSG00000120057,train,97725608,97856680,97771952,10
ENSG00000164597,train,107460798,107591870,107564514,7
ENSG00000145088,train,121781946,121913018,121835183,3
ENSG00000067596,train,43401329,43532401,43483865,17
ENSG00000106328,train,127534092,127665164,127591409,7
ENSG00000152492,test,191270627,191401699,191329077,3
ENSG00000122335,na,na,na,158168270,6
ENSG00000140612,train,84648061,84779133,84716716,15
ENSG00000237671,na,na,na,49532211,X
ENSG00000176208,train,30740722,30871794,30831970,17
ENSG00000007255,test,45132358,45263430,45178237,19
ENSG00000105176,test,29878721,30009793,29923644,19
ENSG00000071282,train,8406672,8537744,8501707,3
ENSG00000119523,train,99117681,99248753,99221956,9
ENSG00000175832,train,43532527,43663599,43579620,17
ENSG00000147439,train,22583388,22714460,22669148,8
ENSG00000125245,valid,99205352,99336424,99261744,13
ENSG00000186017,test,36415994,36547066,36489902,19
ENSG00000160050,train,32112196,32243268,32200386,1
ENSG00000182985,train,115458876,115589948,115504957,11
ENSG00000215217,train,7750682,7881754,7851490,5
ENSG00000178761,train,74831369,74962441,74907121,15
ENSG00000144962,train,173080364,173211436,173141268,3
ENSG00000117394,train,42870432,43001504,42959173,1
ENSG00000163823,train,46160953,46292025,46208396,3
ENSG00000215041,train,7247808,7378880,7329393,17
ENSG00000008277,train,87846697,87977769,87934143,7
ENSG00000116981,train,39590482,39721554,39672038,1
ENSG00000163975,test,197005077,197136149,197029816,3
ENSG00000203923,valid,145163740,145294812,145246828,X
ENSG00000198283,train,58427008,58558080,58508105,11
ENSG00000125845,train,6694485,6825557,6767664,20
ENSG00000204138,train,28263389,28394461,28369582,1
ENSG00000042781,train,216365005,216496077,216423396,1
ENSG00000152382,train,166772161,166903233,166876327,1
ENSG00000137628,train,168209315,168340387,168318807,4
ENSG00000180875,train,240526956,240658028,240612149,1
ENSG00000116560,train,35129750,35260822,35193148,1
ENSG00000165506,test,49545542,49676614,49635230,14
ENSG00000013619,valid,150324745,150455817,150361422,X
ENSG00000160185,train,42305981,42437053,42403447,21
ENSG00000056998,na,na,na,2828788,X
ENSG00000239886,train,41170963,41302035,41226648,17
ENSG00000161649,train,43794923,43925995,43847148,17
ENSG00000198746,train,26820211,26951283,26900466,1
ENSG00000026297,valid,166887092,167018164,166957191,6
ENSG00000151176,train,113311320,113442392,113358566,12
ENSG00000183813,train,32844356,32975428,32951574,3
ENSG00000164120,train,174441220,174572292,174523154,4
ENSG00000171858,valid,62357033,62488105,62387116,20
ENSG00000125823,train,23356631,23487703,23439685,20
ENSG00000025434,na,na,na,47248300,11
ENSG00000183281,na,na,na,87021852,2
ENSG00000101542,valid,61255136,61386208,61333582,18
ENSG00000187801,train,40377670,40508742,40450102,1
ENSG00000140545,train,88846397,88977469,88913411,15
ENSG00000139679,train,48396559,48527631,48444704,13
ENSG00000188306,train,169734815,169865887,169821922,3
ENSG00000172663,train,67414071,67545143,67469272,11
ENSG00000242441,train,48552025,48683097,48617798,2
